ulid,text
01K5JNPYP1NV9HYPP0EYDQWPKN,He just wants to know that you're well
01K5JNPYY933ZZ6B9MKZ9E65XM,Sige ikaw na celebrity. Ikaw na na sa TV. Ikaw na na sa mainstream na may matas na talent fee. Pero ako? Wala akong pake.
01K5JNPZA27AEXX665GBV2RW5P,"I can make my own money gamit aking ability and that's the life of a true MC. Hindi kita pinapasikatan, Shey."
01K5JNPZNN3M1BKRVSHK2B1M62,Tirek ang araw ko. Tanghaling tapat kaya kuma-init sa tao. Ikaw? Dapit hapon na career mo. Palubog na. Kaya ka na sa ajon at yun ang totoo.
01K5JNQ02HV3A7N0CE3XTK7Q9M,"Pinanood ko yung last bottle mo. Puta, kala ko yun na yung last bottle mo. Kasi yung utak mo pang AI. Talinong artificial."
01K5JNQ0FC61PFAVYDHZ5KDTZK,Samantalang ako? Pampangas best. Yes. Puro natural. Walang halong kimikal.
01K5JNQ0SEE1WHDRPVG3JVGBFX,"Mayong gabi, ako ang sundalo mo"
01K5JNQ13YMRCAEXMRB4VV58HT,"Habang ikay tunog, ako'y gising nakabantay sayo"
01K5JNQ1DRP7QA859PXJCB2AZG,"Kasi mahal kita, tinan mo"
01K5JNQ1Q2QDN9GV9N9R104XKX,Mag-ibig ko sayo lamang
01K5JNQ1ZZT5J5FTR3YAXMG4ZN,"May kasama ka, kapatid, kaibigan"
01K5JNQ293FARREH0Y9RB73A8N,"Hanggang ako'y humihinga, may pag-asa pa"
01K5JNQ2JPMX3J5V9ARK305ANP,"Oh, oh, oh, oh, oh"
01K5JNQ2V677MHZMS818YHY4V0,"Hallelujah, hallelujah"
01K5JNQ34F5MRJ01A07YRSPF7B,"Si yung sawa, si yung galit"
01K5JNQ3DCK3S7GXHR5EB4NH3C,"Subigaw, mayong gabi"
01K5JNQ3P1GHWKYAT0ZTV4CBVE,"Gago, hindi pa ako nakakapagpaalam eh."
01K5JNQ4016MA7CCP9DCS1GT04,"Takayan na, baka mamaya pag sinabi ko to lalo ako hindi paya ganyan ito eh."
01K5JNQ4AW0AYVGNCZ8M8T5PBD,Tawagan mo ako akakausap. Tawagan mo na.
01K5JNQ4N4W1MXWNKV7P9DYJSQ,"Gago, hindi mo kilala airpot ko, tana."
01K5JNQ4ZYM25D7ZHS3QQN88P6,Bilis na muna! Tawagan muna!
01K5JNQ5A3CSFC44THDC2NTCWK,Abutin pa tayo ng siyam-siyam mo. Anong oras na?
01K5JNQ5M5G7A77XBQ12FHNMQM,Itatanong ko lang ba't ayaw niyo pa araw mag-swimming to.
01K5JNQ5YBCNTRHXT9PWVGZ0E4,"Oh, eh ano ngayon? Wala kang pang-alam."
01K5JNQ68S32140ZHDPQJENP04,"Diyos ko ang tanda na to, ito ka ninturo sa amin mag-drug eh."
01K5JNQ6K11G9WY114J3GBRGZD,Bukan containment
01K5JNQ6YRFHDPEC91HAKQCPFK,Angunmit specifica Ub giving
01K5JNQ79DR0TCW826FHZYYJ4W,Padang tolong sayang
01K5JNQ7MCZECNMYFYWZ6PTSNB,Bukan iwanan ay
01K5JNQ808EJWW3E2NAMPJN16B,Thanks for watching!
01K5JNQ89Z33X3NQX4B3M4P4Y7,address здесь
01K5JNQ8QVCD1KGAJKHGN1V8VM,Let me know if that you're sure this is close
01K5JNQ92GCZJSA8ZKR67T2PJK,Get my songs and let me know
01K5JNQ9CDG2SPE925MWBN7K45,Oh no
01K5JNQ9MH5YKKRJDHHCD5K9VV,"Dear basketball, from the moment I started rolling my dad's tube socks and shooting"
01K5JNQ9Z2BMQH7WP86QW1WXR0,"imaginary game winning shots in the great western form, I knew one thing was real."
01K5JNQA8NBFS2AFPRC2HMCYKX,I fell in love with you.
01K5JNQAHF9Y7YWP6HARNQ1KFX,"A love so deep, I gave you my all."
01K5JNQATG1K2MZYXYE3AKH7GZ,From my mind and body to my spirit and soul.
01K5JNQB3RQAM485QNY2W7A9NH,"As a six year old boy, deeply in love with you."
01K5JNQBCMEKZB5RAJC44ZVXJ2,I never saw the end of the tunnel.
01K5JNQBNC93QBK786FT5QY7ED,I only saw myself running out of them.
01K5JNQBY38KH6AFYRSDEFKVPP,And so I ran.
01K5JNQC68JADX3FFVT90B1105,I ran up and down every court after every loose ball for you.
01K5JNQCFDZVDMG2V845TT6CZS,You asked for my hustle.
01K5JNQCREATZ6R1Q9WGMD2BH4,I gave you my heart.
01K5JNQD16YS55F8BGRATGMQ6C,Cause it came with so much more.
01K5JNQDA0NTGB5KCY5BH86NBD,I played through the sweat and the hurt.
01K5JNQDJ8RD2DRKC36CFH9YJJ,Not because challenge called me.
01K5JNQDTZD0EX2N3P89P6E89Q,But because you called me.
01K5JNQE3PSN273Q3MXZGS8H6D,I did everything for you.
01K5JNQED02H2GM6R48PX6Y65B,Cause that's what you do when someone makes you feel as alive as you've made me feel.
01K5JNQEPEJF77M5WNY3AYWP18,Love you always.
01K5JNQEZ6W4BA9ZJVEJQ5W4Q7,Kobe.
01K5JNQF7121SDFFMDX8FZ4N0V,Pungo poge ang lalaki pag nag-i-English.
01K5JNQFGTYDEY09GY00QD7HMB,Give me along.
01K5JNQFSJ4T4GGCQW7RQCMTCW,Magkano ba to ang sagin mo?
01K5JNQG2JQS93JZ6BJ4MQWXEX,21 gino.
01K5JNQGB3N62K1JFJ826TRCA2,Mahal? Gusto niyo mura?
01K5JNQGKKKRP04HB7KECNWYD8,Boss! Boss! Stan!
01K5JNQGXSTKZMS4PZBSV5WR28,Stan! Stan! Bumumu ang puto!
01K5JNQH7MKYM5AF4E8XG786FX,Nay! Nay!
01K5JNQHGW3TT6YYR8E8RXRMP0,"Pinapabigay po ni mama, birthday po kasi ni Loli."
01K5JNQHSQETWGENQF0VPYKP5W,"Ayos ito, ano? Saan ang coil yan?"
01K5JNQJ2MZTEV14DGEM4DBRMA,Eh siguro dinagsalanan mo kaya na wala ang coil.
01K5JNQJBTZ8HPBWR23AHQ7AHY,Oo. Kewag na. Oki na to.
01K5JNQJME6HHZG44KS2CQGARE,Ikaw na to binibigyan. Minahanapin mo pa.
01K5JNQJWQBVCS9HSB0J5CGVW6,"Ang bira ka naman, oh."
01K5JNQK5GPCF7NMV1J1SSSJWN,"Igalaan na lang na traffic, pa."
01K5JNQKE82AMTR693DCMF400M,Puwede ba tayo mag dirty talk?
01K5JNQKQK239MXF7RG03BS3AZ,Talk dirty to me.
01K5JNQM0H7SH3WJ8NFYGPF70F,Sige nang nga.
01K5JNQM9QPANBYYGGJZ7FNKG0,Come check this
01K5JNQMJGD606DMPMHZ0AA3G9,Announcer
01K5JNQMY7GJ697WJ4KWEVE8WJ,you
01K5JNQN66C0PTJJTPMWZXKPMM,Wala pa si Renz?
01K5JNQNKFSTD7FAQ5SKKVZ5HH,"Tapasok nyo na, ande na pala yun."
01K5JNQP0QKT1CGZTX7E98PR06,Kusrek?
01K5JNQPDRVTDS2CJ76BA834B3,"Oo, sige na."
01K5JNQPTF7C5RKJT6GXQWDMWT,"Kaya ano, late ako."
01K5JNQQ7M4S0R0DE9V9N3WSWN,"Oo wala ang pak eh. Sige na, pukong na rin ito para matanong ka na."
01K5JNQQMCCB3JXGPSEMC8Q227,"Sige lang ang oras mo, may sipananggo."
01K5JNQR1NNEYF18K52Q4ZJQWX,Ito ba ako po?
01K5JNQREGDCNMWVF04B1ZG0VB,"Oo, diyan. Wala bang medyo, ano?"
01K5JNQRVSDSZA0PJKPXAMVMSG,"Wala ka lang ako, ako siya ito eh. Sa sampaling dito, pre."
01K5JNQS8Q1C12CHRXYV5790CB,Sige na nga eh.
01K5JNQSNM148WDBDX2F3S0GDM,Iyan naman lang kailan.
01K5JNQT2TXGV3MDDFZZGTAT86,Kapabuot ka pa.
01K5JNQTFSH7AJVHYWC22GC10Z,"Oo, bakit ka na magpababuot ka?"
01K5JNQTW5M548ARG5H1ZVJK6N,"Oo,"
01K5JNQV90P44W47NB3GYBC82J,"takpob, iba?"
01K5JNQVNY21TTX3EC5Q53TKZ3,Angportable ka?
01K5JNQW2B9PHHA0J9YY1GBVHT,Parang galit ka.
01K5JNQWFGBHV092TZ32VN1YXE,Angportable nga?
01K5JNQWWBV66876FT38SQ2MXB,Di ako ganit ah.
01K5JNQX93YQYNMQR1PT4HBTTF,Papagis ka dito.
01K5JNQXP278076F759EFFYDV9,Ano ang pangalan mo pala?
01K5JNQY2VYHZSMC190X7JA1V8,Pakinalan lang dyan sa ano?
01K5JNQYG6BBG1FV6HJPHDVV5T,"Yo, whatsapp sa mga viewers natin dyan."
01K5JNQYXGGXKT4DXXKXGQZ9VZ,Ako para si BB Giant.
01K5JNQZAE1Y0YWHFDE4WVXE0B,Yun lang.
01K5JNQZQ707Y9KZKPTJHM8C52,"Oo, sige."
01K5JNR03RCZK8CH56V7C8JWF1,Ano ang pangarap mo paglaki mo?
01K5JNR0GWCJ6HFR9Q4RHSB14A,"Ay, hindi ko pala lalakis."
01K5JNR0XW3N5SY60ZVJQNSH65,"Paglaki mo, ano ang gusto mo maging?"
01K5JNR1AS8JWGW92TGMXZEJMK,Hindi rin eh.
01K5JNR1QMYYNDAQ7AXNX5R4ET,Hindi rin ang ok-a-ma eh.
01K5JNR24KFG243T87ZBX25N58,"Sorry, mali ko ito."
01K5JNR2ME39C9WNB0AJHEB4KZ,Hayaan nga siya na nangangot.
01K5JNR33VP6WHDPWE1CZNMVDR,Na tanggal ko dito ah.
01K5JNR3HKMHJ76JPDXEW2NNRS,Para ka panggalit eh.
01K5JNR3YRRXGQ9PDVTVB8BBKG,Ang kadiyawa ka na ba?
01K5JNR4CZPT8Z1KEE9BV939E7,Ang kadiyawa ka na.
01K5JNR4T5QHTNZYVQ9F8JYP40,Oo.
01K5JNR57DZ9K5Q4HZG28R5D41,Umabot.
01K5JNR5MF1YC4AD44W0YJK2HZ,Umabot ka isang taon.
01K5JNR61J82H6WJ78KHPHPPN9,Sasampaling kita.
01K5JNR6E3TA3RX0ZJ761YBZQ3,Nandain mo naman ang ang tanong mo.
01K5JNR6TKG6H5MGP48XJ369Y2,"Yung ba kasi nasa isip mo yun, umabot ba ka isang taon?"
01K5JNR77Y33T4JPE8TSTRMXY4,Umabot yung inyong saan taon.
01K5JNR7N86CRJH1DS6M64WTG3,3 saan pa ngayon eh.
01K5JNR81VN455DVDN95WMVZ6M,Kasama ba dyan sa talong na yan?
01K5JNR8ERMYH16QQCJTNX0JZ1,"Hindi, ano lang."
01K5JNR8VVAFZB4AJ4CCXFG3AF,Pero tulay na na.
01K5JNR98ZP180QND5NCN9CE1W,Tulay na na.
01K5JNR9NQHP3PD9JQ4RYFDBYY,At nyan?
01K5JNRA2FN6F9D2051YECTDG3,"Hala, hindi tulay."
01K5JNRAF8JF3Q232QW1VMH2Z2,Tulay na.
01K5JNRAVV499Q73PFWX9CC1Y4,Sabi nila small but terrible diba?
01K5JNRB8E21KB6BWAK4217M5F,Small but terrible na yun.
01K5JNRBNQZEJHBMM2B51YXZGR,Bagsabi yun ano eh.
01K5JNRC2MA44WCPX04H8BG1SF,Suktokan tayo putangin naman.
01K5JNRCFKKST7000249Z0MTAE,Tapadang sa bata?
01K5JNRCWJN7T00ZESKB0BV42P,"Baka, baka ahin ko ulo mo."
01K5JNRD9KWT63TF1VEQZ5VMZ3,Chalabi ska.
01K5JNRDQ02TH8PK1HX0K4QZ2P,Babairo ka daw.
01K5JNRE41P1CMP3VHMN40KXP5,Saan ikaw yung tong babairo ko?
01K5JNREH1E7RR0KDBCY0W47FC,"Naman, tropanis na white."
01K5JNREY3ZD3H3AG9HJVFSVTW,"Saan dyan, babairo ka daw."
01K5JNRFB2PDEEVHPH7DK5V35K,Babairo daw.
01K5JNRFRK1VJP8KK105S7PR67,"Wala naka gusto nga saan, babairo?"
01K5JNRG556KJAADYJYNAPF1K9,"No, no."
01K5JNRGJATYKEDT7Z2D78Z093,Oh my God.
01K5JNRGZ8A1AR3SXXC5K714ZG,Isayosin mo naman oh.
01K5JNRHC1YY03NPKCXKA6VDS7,"To na, maais naman yung mga talong ah."
01K5JNRHRZ6N22G0V6F73F9EC9,"Pag nag-ugas ka ba ng put mo, gumagamit yung tripod."
01K5JNRJ63CT0MW9XCH3480590,"Oh, ano yan?"
01K5JNRJJWM5HJMM2B22PR6165,Kasama rin yan sa talong mo.
01K5JNRJZW1CGF1VPNHDN8JAEB,Abot mo yung put mo.
01K5JNRKCTZHXMC7PC3ABG49FJ,Abot to.
01K5JNRKSQQ6T2QPZ2PGXKJ5V1,"Paano, patangin?"
01K5JNRM7E1SFK12DR8SVGM42W,Demo ko pa.
01K5JNRMMNWA4DF3040REMVKXF,"Oh, demo mo."
01K5JNRN1KJHF2D279GBXTE7WB,"Hindi mo abot, nag-tripad ka no."
01K5JNRNE9QGTFNQ1SA0ZKSRVJ,Diyos ayo pre.
01K5JNRNW0E2Q9764423HNZKP6,Para kang galit.
01K5JNRP9EEM12Y1KBBH90RMEB,Gyan.
01K5JNRPNG7FWRJTERHHV8N55M,Q mix yun yung iyon biduhling walang gymnas doon輕an daw aks naring mga ibao ay nekulungann natin supervision answer
01K5JNRPZBJ4WR2YD24FYFNW52,"mas wan ang manso rin na makita ba yung si enthusiasts, videos yung mga dry"
01K5JNRQAFTFJN4QQ55SX75GJH,isang link ngaパagetan
01K5JNRQJGBYMH10XSY5K6MPQN,"Mami, dito pita bro."
01K5JNRQTG8QBD0Y63462PFCAK,"Bra, invasive ko si Brian."
01K5JNRR1Y42HP7WFE8GADED4N,Sige sige.
01K5JNRR9XRGTR15PQGQ35XK13,"Ayaw, nasikuan mami o."
01K5JNRRHP79JS9R5B3MB66R5X,"Mami, ina ang si Bo mami."
01K5JNRRSM5A86207TREJJ26NN,"Mami, bala nusira."
01K5JNRS1BVDA7RMQH05Y085KB,Oh sige. Kasi ay aap?
01K5JNRS98W8J2Z0V66Z8S14SQ,Kering...
01K5JNRSGTA922QG8NK9FHYSVM,"Mag-iwi nga kayo, palipasang mga bogo kayo."
01K5JNRSR10GX2MAE0E7KNAA9F,"Wala, wakaim mo siya sa hindi mga..."
01K5JNRSYG32EZ14XFH34180ZD,"Ay ano, ay kaw, bogo ka rin."
01K5JNRT4FPCTZQJ1SJN76KXVB,Magandang hapon po. Kami ay itong humi ni po ng tulong ng aking ate na 3 years na po hindi po siya nakakasalita at ngungpo siya.
01K5JNRTF5QR38G4C0SRB4MWA8,Bahwal daw tayo dumaan dito.
01K5JNRTPW7CSQP6AZAF6TCR00,"Bakit, bakit bahwal?"
01K5JNRTZ10SNMJRV9BCXJ002H,Tumunan nga natin.
01K5JNRV6CYAX5C83JK4JXPGX0,Nagpastao na daw yung baha.
01K5JNRVDTYC6GFNFE9STWN5A0,Silipin daw natin.
01K5JNRVNMBGQ547NAP0W21T14,"Beb, close na daw yung keson aba."
01K5JNRVXHY5NDW423TQE03XMX,Huwag nang ano.
01K5JNRW50KH3NQDNDPS4056BW,"Saan, saan bakit silipin?"
01K5JNRWCT1GZVH2K88ZA7DT8S,Yung totoo eh.
01K5JNRWMWGC71XE73V2GV7HZY,"Ayun, taas na nga."
01K5JNRWWHW3KKT38AX6X7NYC7,May gogi.
01K5JNRX4FSHGRKVD0F34JS240,Kumupa na yan kanina.
01K5JNRXBXGRMHJAA9MZ1CBEY9,"Ayun, ayun."
01K5JNRXK8FK6N32VH1WYHTFBJ,"Totoo na lang kami, Araneta."
01K5JNRXV3JCSHTW79ZAQQ2SFN,"Araneta, open po."
01K5JNRY2WXSY2WPHDDTM7BZA8,"Sige, salamat po. Thank you po."
01K5JNRYAQYWHTA6PM3Q4W390C,Hindi mo naman talan.
01K5JNRYJ1ABBFKVWD4GERD3G5,Masan lang ako nakikita ng maganda.
01K5JNRYSME8MEZX0J4VRXEQRQ,Salamat po. Thank you po.
01K5JNRZ1QECECNZ4Z2TDFZ6FJ,Ano bang tingin mo sa sarili mo?
01K5JNRZ9EY6TK1MSJCFFATDJR,"Kung matahin mo ko sa battle, kahalab mo ko sino ka?"
01K5JNRZHWJABVQWY1W83GG1AN,Por kit magano na kalaki yung kita mo?
01K5JNRZSGSF05E796AQKZDZYC,"Kaya gano na lang kalit, tingin mo sa akin?"
01K5JNS01S9QYA2D3X752YRMVB,Kasi mababao lang daw yung jokes ko.
01K5JNS08YYEQ87V8Z526KBQAE,"Pero alam naman natin, na wala kang pwedeng ipagmalaki kasi mas mababa ka sa akin."
01K5JNS0JNCND28WYWTYQRZDD5,"Mami Jupiter, pwede ba daw ka na mohol lamon?"
01K5JNS0TEHY6FF51PJ76472NT,Kay praktisan o balasama ang anak sa mong busing sa pulinaria.
01K5JNS1387AX13KZJ9T35M3Y9,"Pag una-una, ay pangamong gusto pa ko mabuhi kung ako'y ma-practice."
01K5JNS1BQ02MW2A9396E4ZR9K,slick
01K5JNS1NCJA0305299C91R9FV,the
01K5JNS1ZV5Q4TPXKF53EMBGQY,back
01K5JNS28RKG97WYJTSTFNV4X8,"Mga bakla, nakainom ng mga pills."
01K5JNS2GHD1DPSQA2NGK829P4,Hindi napagay inumin ng mga bakla kailalaki sila galalaki.
01K5JNS2QVXD3A7V09GGD60D5Z,Ginagawa sila ng diyo ng lalaki.
01K5JNS2Z77ME5FC1BJ0FP20BK,Pero uminom talaga sila ng pills para maglaki ng dina ang pahawalia.
01K5JNS37D9DM8WR6TQPRS9SD0,"Paganda ka ng paganda, wala ka naman"
01K5JNS3DXQ263BX5CFXRFCKKG,BILA
01K5JNS3M071H93NPP9SYAQHK2,SAVAGE
01K5JNS3TE8CGNNC4NNET023BY,"Hat-shinigned ang panipunin na i inspires, Baq, ngayon akong talaga masçak sa wala namin."
01K5JNS43WW7XN3Y53C3QMMXMV,O pili na?
01K5JNS4AGMQ86QGV3MBKF3PVS,Pili na pili na
01K5JNS4HGT16847M6T46H06Z3,"Oh, mula lang?"
01K5JNS4RXN2W9ZNRD0ZFJZ29X,Bintisa?
01K5JNS5059VJ0H5MKGMGVKZBF,Salo niyo sa process si Elso.
01K5JNS58Z6BD431R86BBS67BV,Do you wanna build a snowman?
01K5JNS5H3VXYBDJ9Q3S104C4H,"Ay, boss, boss, boss."
01K5JNS5S5Z6ZTMS3QZRRDR1PN,"Who's there, man?"
01K5JNS61M4XYA17XJGB9CMQPJ,Do you know what to do with a big backpack?
01K5JNS6AEHDC24QC3FZMJV1Q8,"Ma, anong ulang?"
01K5JNS6JXZD2W2ZYC0P8TQMA5,"Ito, giling, kukig, ilang muna."
01K5JNS6VPMJYG3NH2QWERG8SN,I'm feeling like I'm
01K5JNS73NAB9J998VZZBQ1QR4,Kaya tiwala ko sa sarili ko eh
01K5JNS7AT3SBF33T3HSBT1343,Hindi lang akong ganito
01K5JNS7HQ5ZA33KYAGQPMRKM9,Meron akong kain paturahin sa sarili ko
01K5JNS7R96511M3APSTD73PAW,na hindi nakikita ng ibang tao
01K5JNS7YQFDNHTBRWACD42X2K,Wala nang iba magtitiwala sa iyo
01K5JNS859JEE5295VRKDHZWC6,Pag na una ko umawel
01K5JNS8DZQEQNK9M1TDY2G0ND,I'm getting super fucking high
01K5JNS8PCS5XY8ERYNV07B1VX,Di na ako makatayo
01K5JNS8YMRK0EGWKJQF1RZH56,Kahit di na mapilay
01K5JNS96M05BQ29FHQRHT0M5P,Ang lahat ng gusto ko
01K5JNS9E61FQW9A5ADS4NVH53,Kaya ang kaya ko ibigay
01K5JNS9PKETYGY0D20R8FRDBY,Kung ako ang gusto mo
01K5JNS9YH5VEWCB3Z6Z47QM64,I'd like to see you fucking try
01K5JNSA75TCE7CDQ6XM9G2PP3,I just got a new guy
01K5JNSAFPCVTHXBWVB3TR5AV7,And he's getting me fly
01K5JNSAQMEHCEP1MZKSRRBH7X,Shit is out of decline
01K5JNSB017W4J5H880JRR1QAA,All the finer things in life
01K5JNSB8FRJZ2QZ6BF94Q3D0J,More than I got that crazy crazy mind
01K5JNSBHAA3ZHGXG1S5J6V8P0,I
01K5JNSBT272NRXPYMWHR3P9YM,Ah ah ah ah
01K5JNSC2ET1N78A3V5JDTYSPN,pick up by grace
01K5JNSCP39MBGBGAD9038SBVZ,Ako yung anik!
01K5JNSD038TW7TVGVDAY2G0WQ,Aaaaaa!
01K5JNSD9MGQ7WP8A265KA7PRG,Iiwan na namin putas-putas yung mukha niyo na
01K5JNSDKJ9J9BA187YMZD2CCT,para mukha ni Anik!
01K5JNSDXKGHBETBX6S8E5ZGG4,SpongeBob! SpongeBob!
01K5JNSE74VRG6CKD1C10GQ1B7,Hanggang nalaman ko isang araw
01K5JNSEH0XN28E4PS93623QX4,Anigma Bontis din ako
01K5JNSETFSD6EW3QDJYNKXTSX,Ang pag-ibig ay di madali
01K5JNSF4968TXJYZ9T08G5P79,kaya di dapat minamadali
01K5JNSFDN9RB1VW9HBE7539MX,kung ayaw niyong mauwi sa isang pangit
01K5JNSFQMHK2VRCR31ANHMS3X,na pagkakamali
01K5JNSG1BK8SKMH138W5KV9AG,"Ikaw, sakin"
01K5JNSGB8SZSTMFXS5K2WFDB2,ka uuwi
01K5JNSGN2Z61BMCGJJ4JA8MJA,Nagnilip! Asan ang nalip
01K5JNSGYXAJ1ZYTPAPK2J1RPN,"asan nalip, asan nasilip"
01K5JNSH8FG4WDYV582G7XP5XW,at ang palipat-lip at naglip
01K5JNSHJ6PE55PECY6KSQPW0H,"patang maglilip, panang papalip"
01K5JNSHW5NXAE2G5WTPFNTW6E,"panang naglip, panang maglilip"
01K5JNSJ66A0H9QMS3CT6J7PPA,"parang nang palip, parang ang palip"
01K5JNSJG32YAJRXQ6Z5ZDMR4S,PARAN!
01K5JNSJSN5674KNEKYB1Z143Q,Ano sabi mo sa akin?
01K5JNSK3HE518SHSGJB2P1KQJ,Ala-am-lip! Ala-am-lip!
01K5JNSKDBX8BCWSZK1MF82NXS,Paano pag binabaghug ng partner?
01K5JNSKQDVEZNMMQ9WB302D3T,Parang magpapalik ng galon sa water dispenser
01K5JNSM0NQ7T10R2SZMCFQ5R7,Pusa paglalaki!
01K5JNSMAKMCWQ8RZPGPP9JBAM,Pag-i-kakasalin!
01K5JNSMMDT2EBFWX2DS9G36RT,Sumanib ka sa akin sa eto
01K5JNSMY61097X57ZJY4DZHT3,Mitin naman natin si Dello
01K5JNSN7ZNMYZBNNYANK56HRX,para ribatel mo
01K5JNSNHRCP4JVZ5RR73KR7KJ,Pagsamahin natin si
01K5JNSNVNB3QG51GZD20XCQJ6,Rychus siya si Ngongi
01K5JNSP5C5GSJB795115PQ966,"Mutangin na mo, ha!"
01K5JNSPEWZ243SDWKB8RVDCRW,"Eto tingnan mo, ha!"
01K5JNSPRBFTSCBGNFHK66F7Y1,"Pakiyo, tarantado!"
01K5JNSQ2AMGRQE0CW7SE5ZBN6,Sa flip top magingay!
01K5JNSQC39MFNY0Z19F4A9ZA0,Kala mo yung kumika de dana!
01K5JNSQP5Q4GGNTZ5NP53TA68,"Pag nabukbuk ka ng grabe, ang tawag sa'yo mommy."
01K5JNSQXYKJ5ASW25VRF6ZNCR,"Alam mo, yung mommy?"
01K5JNSR432C8KRHRZQXYRHR04,Yung may bandage na marami.
01K5JNSRAMFCDBYD7TA1PX08ET,"Hey y'all, so I want to share something a little bit personal with y'all. I feel like I can do that."
01K5JNSRN201N6AAQMWV8CPMB9,"So you know, all my kids are grown and they've left the house and I'll be honest with you, I got a little depressed and I just let myself go. I did."
01K5JNSS1ZXPX1C58V5CB7ZSVG,"And my husband came up to me and he said, Shelly, you know I love you more than anything, right? I said, yeah, I do."
01K5JNSSC70711VFY4ZTFJMFKH,"He said, well I saw you getting dressed in the bathroom the other day and putting your panties on."
01K5JNSSP1XS1E8MC2PVEP02S6,"And I tell you honey, it looked like you were smuggling and rang-a-tanging your damn panties. I mean, it was awful."
01K5JNST1ANYJC60S4HY7V64Y3,"I had to do something. So I went and I got me a wax, y'all."
01K5JNSTAKB7YDY0PYPN90NSFE,"And when that girl ripped that damn wax off my poo-ntang, it felt like Satan had just kissed my poo-ntang."
01K5JNSTNY241SYJ7WWZXDWTZV,"Oh, that was on fire. It was burning. But you know, I went home and got me some peas out of the freezer and I put it down there and that didn't help any."
01K5JNSV1TH79FD11QJ2BZTA8A,"So I got my husband's jetty cooler and I soaked my poo-ntang in that and I tell you, I feel like a new woman today. I ain't doing that no more."
01K5JNSVD8G7P1EZWG96W9T80A,I hope you'll remember this. I am here because I love my country and I love the Filipino people.
01K5JNSVWBM1DXNDWHZXAVFCY8,"At sinabi ko sa inyo noon, huwag na makadiferenisya tayo. Kunting bagay, okay lang sa akin."
01K5JNSW9A31TAREX8WW4YN996,"I apologize for kayo, pero sabi ko huwag lang ang bayan. Kasi pag-bayan na wala na tayong pinag-usapan with the country."
01K5JNSWTKP20VT2BHHWCHB3ZB,"Now, if I do not make it to the finish line, at the end of my term, malawak pa yan eh."
01K5JNSX85WNH6BXDXPPWAQ44S,It's the luck of man. It's ordained by destiny.
01K5JNSXM3ZD2HDEJN6RQKW2EV,"And if my destiny says that, hanggan dyan lang ako, hanggan dyan lang ako."
01K5JNSXZKH1WGE683CZFNG462,"But hiningi ko lang sa inyo ito, trillion yan."
01K5JNSYB4X7JTV9FM62MRBM6N,"Kaya ang hiningi ko sa military pati police, you are one of the pressure group of democracy."
01K5JNSYQ6MVZ6TNCMJ62NF0XB,The other one are the congressmen. Pero huwag kayong pumayag na hindi merekobel ng bayan ang ninakaw nila.
01K5JNSZ52466SF7Q36VJVCY87,"5, 6, 5, 6, 7, 8"
01K5JNSZCWMFTTX2NNXJXQ2MCX,Ako nga bala si Sinyo at hinahaman ko si Rendon
01K5JNSZN60W27BQGMPT1AF5K4,"pati yung kapatid nya, santoan kami tatlo sa loob ng drum"
01K5JNSZWVFTX1EQN1JPYQ5X9N,"Kaliwa pa lang, papakita ko sayo"
01K5JNT0493XVK2SB2T7M2E18Z,Kaliwa pa lang ah
01K5JNT0BM8TW2ADHS17S3VV9T,Eto kanan ko kasi para sa best friend ko to niya
01K5JNT0KTGVMWGV70G8AD0RDV,Putang gano
01K5JNT0VAQA57MFBE0VEW2FM4,"Pag-siyo yun, aharampan"
01K5JNT136RSC11F70M2T8R2QP,Ganun sumuntok putangin ah
01K5JNT1ACQA97FNYEEXR8VRZG,Dali mo yung kuya mo para may magmungkot sayo
01K5JNT1JJD0PXSD8XFB7NG4KE,"Guys, ako lang ba yung galit na galit kay Jamagno sa mga DDS"
01K5JNT1T1DBNGZYKPC3HTBD7S,Pero tungto ang sa may videos nila
01K5JNT20KQ4DYQ5038KGBWNY8,"Like, tang inaproof ng katangahan nila no"
01K5JNT2784TH9KN6DX37ZYXBC,Parang satisfying panokon
01K5JNT2E86Z45F8KRA4J2D6E5,Parang bobo ha
01K5JNT2N0TVC0JFS9KDQ96ZC5,"But, but I don't mean insult ya."
01K5JNT2W4RMZKY0RYHAWBH81W,"I was, I was meaning to let you see the whole structure."
01K5JNT32ZH23RQBBR9S01BRE6,"See, I was blessed with three languages, and that speaks about culture."
01K5JNT3AM4Z9M7FVFF1DBNATX,"Ain't no judging this battle, but that's three L's for your home."
01K5JNT3JACPT2JWAVY95K6AWR,"Nagtitrip, pabalik sakit sa auto"
01K5JNT3SSF94D2AFWCRJN7CQ8,Habang habol ko yung money
01K5JNT408DZ7AEPWH1CQ4AX77,Habang mo ay cap
01K5JNT46NZDY52N3XSK1YJ63E,Parang multo
01K5JNT4CXMBMSM0406F4ZRQA5,Kung wala ka siya chumo
01K5JNT4KBM84PWXR1NQXNKYWY,Habang suot ko our money
01K5JNT4SM948T02WVPGAQE6K8,Didit walang tau
01K5JNT5054TCE07S8KMW4GD9P,"Balang araw, you gon' know what is about"
01K5JNT57TQQ8AJ3832GR9SJW0,"Iyan, maya ang mga surfing nawa, wala nang karyang na e."
01K5JNT5FDA6AV61KMHAXN6JQJ,Ang lucky number ay 628!
